ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN,_count,_sum,_mean
"11229","0",Brooklyn,79608.00000000,60119326.14426950,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,60.000000000000000,393.293750286102295,6.554895838101705
"11214","0",Brooklyn,89061.00000000,61096539.38914650,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,59.000000000000000,392.064311027526855,6.645157814025879
"11223","0",Brooklyn,79864.00000000,58702923.46629960,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,61.000000000000000,407.571063041687012,6.681492836748967
"11235","0",Brooklyn,76130.00000000,69053803.03171340,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,63.000000000000000,409.906887054443359,6.506458524673704
"11224","0",Brooklyn,49600.00000000,46701983.75363910,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,47.000000000000000,303.379113674163818,6.454874759024762
"11221","0",Brooklyn,80232.00000000,38580480.43430750,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,42.000000000000000,303.295577049255371,7.221323263077509
"11216","0",Brooklyn,53862.00000000,26478229.26344330,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,26.000000000000000,192.271137237548828,7.395043739905725
"11233","0",Brooklyn,66737.00000000,37871693.68225430,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,38.000000000000000,268.168092727661133,7.057055071780556
"11211","0",Brooklyn,60861.00000000,40470881.67128340,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,41.000000000000000,361.471120834350586,8.816368800837820
"11249","0",Brooklyn,28481.00000000,17772206.17012020,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,19.000000000000000,154.917418003082275,8.153548315951699
